,Total investment,Gross national savings,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government net debt,General government gross debt,Current account balance,GDP GROWTH,Exports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Imports of goods and services (% of GDP),Expense (% of GDP),Domestic credit to private sector (% of GDP),Research and development expenditure (% of GDP),Tax revenue (% of GDP)
3154,,33.453,25.483,25.341,7.915,9.259,,48.552,3.014,2.633850991,40.80264203,0.367441489,24.99914974,24.48342043,8.580017333,0.042789999,1.984007163
3155,,35.114,24.704,24.261,0.845,1.834,,45.193,0.358,5.513790575,38.0518682,-0.19896538,30.93807022,27.61213528,8.808960328,0.03266,1.344593618
3156,,36.807,22.29,27.391,-12.815,-11.549,,84.233,-10.824,-12.03679309,27.7502773,0.574162679,29.99203887,0,13.31485765,0.03977,0
3157,28.242,50.485,,,,,,,-10.557,3.079329696,44.36221164,18.1544433,57.94090638,40.28994766,0,0,24.22688222
3158,29.237,41.857,,,,,,,-12.631,3.325215616,43.37517929,20.37352289,57.59940707,42.17221112,0,0,25.31422791
3159,27.702,25.895,,,,,,,-8.782,2.283468354,43.03656689,17.1471142,50.93309599,45.57790159,0,0,26.38442331
3160,24.116,35.827,,,,,,,-5.602,-0.24430226,46.95426064,10.44762952,50.78222215,46.50053191,0,0,27.53525706
3161,22.816,31.835,,,,,,,-5.163,4.35437388,53.31022538,8.651113838,54.99524305,45.02562242,0,0,28.11945002
3162,20.167,22.284,,,,,,,-3.271,3.085614392,54.03786498,5.395497315,53.72350537,45.86466716,0,0,27.20557818
3163,19.17,20.282,,,,,,,-2.875,-0.428331115,49.0991387,3.827039315,48.02634575,45.03469795,0,0,27.3535413
3164,17.409,18.607,,,,,,,-0.261,4.663091329,52.43983175,3.159407641,48.30438638,44.71425366,0,0,27.44805009
3165,16.713,15.26,,,,,,,0.254,5.217414146,55.59242718,2.134571569,49.62600817,41.07610806,0,0,28.75125914
3166,19.304,22.852,,,,,,,-1.299,5.81392015,58.92824693,4.08904273,53.53708955,35.16969227,0,0,25.82915368
3167,22.194,34.695,17.894,20.003,,,,,-0.772,8.466527516,54.70623773,3.317321299,50.32320938,35.74205541,0,0,25.35991919
3168,20.18,44.108,15.139,17.144,,,,,0.696,1.9296393,55.58185428,3.210817028,50.85837999,37.12487828,0,0,25.62922632
3169,17.262,44.411,16.576,17.622,,,,,0.993,3.343274086,58.40548279,3.069997435,51.13998716,37.58219799,0,0,25.93238599
3170,16.069,31.275,26.958,33.239,,,,,3.563,2.692609497,63.36698696,1.469420884,53.23571533,37.62976583,0,0,25.84053316
3171,17.173,22.937,23.97,28.069,,,,,2.678,5.755827057,67.96005274,2.309198751,58.52887135,37.11573145,0,0,27.05650385
3172,18.93,34.65,22.376,25.587,-2.074,2.669,,78.522,2.478,9.634422073,73.5200043,2.52486728,62.58314563,37.20854607,0,0,26.52658918
3173,20.593,40.256,20.146,21.061,-0.197,3.795,,69.833,2.666,7.379624335,74.9070403,1.753732139,63.96111976,35.35851524,0,1.271559954,27.21103703
3174,22.229,36.887,19.016,21.225,1.373,4.738,,61.578,2.348,11.02176499,77.12479504,1.525605217,65.14470187,33.07404163,0,1.242709994,26.87358515
3175,24.096,33.3,14.482,20.62,2.071,5.111,44.054,51.414,0.363,8.76612231,84.32407634,2.415517872,73.44834033,31.09597026,0,1.208009958,26.49432841
3176,24.636,36.174,18.597,19.218,3.537,5.629,34.46,46.57,-0.115,10.52988626,86.46010384,1.631923764,73.41092911,29.40919174,0,1.151409984,26.65105997
3177,24.508,40.96,22.874,16.26,4.855,6.463,24.786,36.401,0.614,9.403524642,94.38945778,5.5907173,80.56509808,27.68928797,0,1.083829999,26.34994041
3178,24.256,41.992,16.658,16.634,0.96,2.033,21.045,33.557,0.179,5.305820912,95.22438247,4.872904873,79.61634993,28.98008959,71.77639788,1.051939964,24.20823815
3179,24.082,45.868,15.577,19.094,-0.52,0.606,22.826,30.874,0.247,5.899365761,90.44947711,4.614733277,73.26987725,29.47455128,75.40688795,1.055750012,23.51684578
3180,25.744,48.653,15.759,19.123,0.346,1.438,22.191,29.819,0.492,3.013838079,80.8405916,3.49048968,65.69090922,29.72546652,85.71898387,1.124349952,24.16073918
3181,27.218,48.039,15.4,18.384,1.298,2.26,19.936,28.087,-0.098,6.788140204,80.47558008,2.199628507,66.11194573,29.7186782,104.8995593,1.177780032,25.06972308
3182,30.31,47.09,18.745,21.695,1.57,2.429,17.738,26.054,-3.54,5.739782169,79.52769639,2.429691984,68.64788841,30.42536038,124.6403806,1.191969991,25.45714024
3183,31.893,46.231,16.484,22.368,2.775,3.513,14.587,23.645,-5.353,4.987853473,79.03467626,3.931639895,70.98712848,30.66194407,144.5708585,1.198869944,26.81881277
3184,29.248,48.998,14.089,16.958,0.268,0.889,14.579,23.942,-6.511,5.310118147,80.83679518,4.897115644,72.56006864,31.92811125,158.0991297,1.234079957,25.93716835
3185,24.667,47.109,14.581,19.721,-7.031,-6.336,23.004,42.514,-6.255,-4.484070492,84.33328243,4.060304951,75.70616173,37.06952329,166.3226391,1.391260028,23.81094122
3186,20.304,42.531,14.29,18.107,-13.873,-12.431,37.169,61.754,-4.667,-5.095782755,93.55616889,-4.478103392,80.03532545,44.04375909,169.2522922,1.613710046,22.06237631
3187,17.277,43.351,15.282,16.255,-32.119,-29.896,66.579,86.163,-1.287,1.682971538,103.2429349,-0.922095829,86.68255609,62.35973577,133.3180844,0,21.83998659
3188,17.176,45.234,16.136,16.895,-13.582,-11.136,79.024,110.498,-1.698,0.833830149,103.2562025,2.557188832,84.58647054,44.83707383,115.6886024,0,21.85782741
3189,20.193,43.544,12.586,13.163,-8.464,-5.225,86.726,119.6,-3.379,-0.005542011,104.4167329,1.696208973,87.02994802,40.21406082,111.2704125,0,22.46892127
3190,18.786,42.761,12.476,13.306,-6.395,-2.853,90.03,120.007,1.554,1.125689646,104.0085182,0.508714869,85.23362801,38.35308764,104.373965,0,22.9092893
3191,22.233,42.466,13.112,14.159,-3.612,-0.26,85.798,104.256,1.073,8.649350608,110.1216357,0.182542317,92.12276928,35.37743938,80.58067046,0,23.1204946
3192,25.787,33.293,14.823,16.322,-2.037,0.342,65.702,76.691,4.394,24.37044535,122.09624,-0.289879079,93.33374577,27.55872958,53.08014634,0,18.77020912
3193,37.589,34.135,15.265,17.038,-0.761,1.464,65.371,74.253,-4.209,2.006654115,121.6955686,0.008306338,106.0423329,26.32889234,48.39134635,0,19.04459947
3194,34.572,37.359,15.504,17.118,-0.288,1.648,58.834,67.594,0.49,9.005342424,121.0168834,0.340531561,98.98709685,24.64729827,44.14044212,0,18.24930787
3195,28.552,37.645,13.612,15.251,0.142,1.718,54.237,63.023,4.901,8.527541391,122.7847151,0.488370168,94.29141688,23.71236413,40.75206784,0,18.08513146
3196,54.954,39.156,9.657,14.14,0.444,1.709,48.942,57.186,-19.84,5.440937334,127.8796462,0.939044481,124.369852,22.48524609,36.76767887,0,17.69576672
3197,43.649,44.187,7.239,13.005,-5.1,-4.085,52.363,58.438,-6.842,6.184538039,133.3372023,-0.334584625,114.428561,25.79500011,33.11157414,1.232439995,16.304932
3198,37.832,15.12,,,,,,,-3.709,2.932493218,,,,,,,
3199,31.322,12.242,,,,,,,-4.264,2.932493218,,,,,,,
3200,23.801,11.861,,,,,,,3.906,2.932493218,,,,,,,
3201,31.448,13.144,,,,,,,-0.28,2.932493218,,,,,,,
3202,24.764,13.662,,,,,,,-0.592,2.932493218,,,,,,,
3203,22.24,19.514,,,,,,,-0.519,2.932493218,,,,,,,
3204,19.361,20.243,,,,,,,-2.713,2.932493218,,,,,,,
3205,16.013,12.822,,,,,,,-0.974,2.932493218,,,,,,,
3206,16.416,14.555,,,,,,,-0.68,2.932493218,,,,,,,
3207,25.243,16.076,,,,,,,-0.783,2.932493218,,,,,,,
3208,33.336,17.781,,,-2.109,,,,-0.465,2.932493218,,,,,,,
3209,45.643,20.827,,,-2.005,,,,-3.683,2.932493218,,,,,,,
3210,45.064,21.574,,,-1.046,,,,-14.464,2.932493218,,,,,,,
3211,29.756,19.696,,,-6.281,,,,-6.517,2.932493218,,,,,,,
3212,19.577,18.45,,,-4.099,,,,6.264,2.932493218,,,,,,,
3213,29.165,23.978,,,-3.211,,,,2.922,2.932493218,,,,,,,
3214,36.945,24.352,,,-0.915,,31.829,35.81,3.311,2.932493218,,,,,,,
3215,35.685,24.778,,,-2.209,,34.023,37.683,1.202,2.932493218,,,,,,,
3216,34.344,25.186,,,-6.138,,31.643,36.159,-1.044,2.932493218,,,,,,,
3217,33.779,25.183,,,-0.621,,22.972,27.118,2.395,2.932493218,,,,,,,
3218,37.553,24.008,42.61,43.507,6.614,,16.567,22.152,3.407,2.932493218,,,,,,,
3219,40.184,23.863,42.304,46.126,0.024,0.304,12.789,25.607,1.808,2.932493218,,,,,,,
3220,43.166,23.097,41.898,49.85,-3.517,-3.226,16.405,28.531,2.702,2.932493218,,,,,,,
3221,48.138,23.179,40.488,45.299,-3.364,-3.11,15.178,26.788,0.515,2.932493218,,,,,,,
3222,47.263,23.985,39.626,43.015,-2.985,-2.818,14.46,25.714,0.775,2.932493218,,,,,,,
3223,40.281,26.261,39.767,42.341,-2.95,-2.743,8.723,22.177,6.809,2.932493218,,,,,,,
3224,38.648,27.28,40.774,41.667,-5.884,-5.695,5.612,18.236,7.583,2.932493218,,,,,,,
3225,39.954,27.11,39.932,40.234,-2.869,-2.638,2.303,16.062,9.043,2.932493218,,,,,,,
3226,41.813,23.865,37.855,41.342,-5.14,-4.945,1.25,12.374,5.296,2.932493218,,,,,,,
3227,40.417,23.735,35.069,41.586,-3.817,-3.683,6.173,13.278,2.115,2.932493218,,,,,,,
3228,38.039,24.406,36.178,39.897,-0.973,-0.888,5.618,14.757,5.312,2.932493218,,,,,,,
3229,35.879,24.495,36.183,39.534,-0.759,-0.671,1.695,12.259,9.355,2.932493218,,,,,,,
3230,38.005,23.96,35.433,39.769,-0.577,-0.499,3.605,13.562,5.539,2.932493218,,,,,,,
3231,36.9,25.025,35.776,39.872,-0.831,-0.753,-3.383,11.758,5.861,2.932493218,,,,,,,
3232,39.521,26.819,36.085,38.373,-1.047,-0.966,-3.442,12.587,2.945,2.932493218,,,,,,,
3233,32.991,26.962,36.355,37.504,-1.5,-1.403,21.643,37.023,0.302,2.932493218,,,,,,,
3234,31.245,26.398,36.136,37.846,-1.773,-1.349,36.398,47.904,2.89,2.932493218,,,,,,,
3235,34.295,26.432,37.162,38.28,-1.614,-0.953,32.95,45.044,3.064,2.932493218,,,,,,,
3236,32.562,26.633,35.521,39.115,-1.64,-0.961,29.139,40.555,5.083,2.932493218,,,,,,,
3237,39.41,26.664,34.624,38.475,-4.483,-3.978,32.949,42.702,-0.253,2.932493218,,,,,,,
3238,44.26,29.094,34.012,44.675,-5.766,-5.276,36.138,44.083,-0.073,2.932493218,,,,,,,
3239,23.187,22.695,,,,,,,-3.528,0,0,131.0249955,0,0,0,0,0
3240,22.045,20.276,,,,,,,-5.167,0,0,116.8000344,0,0,0,0,0
3241,24.583,19.62,,,,,,,-7.981,0,0,120.3643514,0,0,0,0,0
3242,25.521,19.837,,,,,,,-7.508,0,0,145.9515392,0,0,0,0,0
3243,23.205,20.157,,,,,,,-5.266,0,0,373.2156531,0,0,0,0,0
3244,19.844,19.295,,,,,,,3.569,0,0,309.9316992,0,0,0,0,0
3245,20.174,20.161,,,,,,,3.745,0,0,47.88851351,0,0,0,0,0
3246,20.368,19.504,,,,,,,-3.444,0,0,19.07481439,0,0,0,0,0
3247,19.932,20.627,37.545,48.069,,,,,-1.645,0,0,16.4028777,0,0,0,0,0
3248,19.148,19.679,38.335,49.225,,,,,0.416,0,0,20.35434693,0,0,0,0,0
3249,21.408,19.818,42.844,53.923,,,,,0.278,0,0,17.18589524,0,0,0,0,0
3250,28.112,18.926,44.047,55.068,,,,,-1.848,0,0,19.13526147,0,0,0,0,0
3251,28.017,18.165,46.491,56.523,,,,,-1.13,0,0,12.01569397,0,0,0,0,0
3252,28.49,19.412,47.807,57.505,,,,,-3.207,0,0,10.92381786,0,0,0,0,0
3253,27.549,19.745,46.028,54.81,,,,,-3.861,0,0,12.27550819,0,0,0,0,0
3254,28.71,22.139,44.409,51.619,,,,,-4.732,0,26.28788307,9.931446651,33.73443867,38.83283293,58.60834428,0,25.87473078
3255,29.026,22.378,44.875,51.489,,,,,-4.674,5.928291132,25.9869284,11.41669332,32.86768828,40.02343776,60.15358304,2.488509893,25.29904395
3256,27.844,22.372,46.51,49.492,,,,,-3.065,3.79045235,26.9167657,8.969575201,31.4429346,39.52233023,62.16831105,2.708950043,25.6940635
3257,26.161,21.586,45.162,48.15,,,,,-0.975,4.115555069,27.60574881,5.491900435,30.12225683,39.28807999,66.50926359,2.818700075,24.81328194
3258,26.455,21.271,45.441,47.214,,,,,-1.272,3.330492529,31.61523016,5.18102372,34.07775057,38.80082755,69.39530735,3.225120068,24.76224382
3259,25.47,20.851,44.112,46.536,-0.897,3.165,67.6,77.419,-1.463,8.671655277,34.60434617,1.03264095,34.69701578,40.7587486,70.4826777,3.826519966,26.38583216
3260,25.297,21.077,44.149,47.339,-3.822,0.664,72.3,81.259,-1.434,0.334070643,30.40029765,1.151315789,32.72246657,42.94936495,74.51762186,4.064400196,25.90354619
3261,23.962,21.07,43.83,46.7,-7.952,-0.64,79.4,87.322,-0.865,-0.114220928,31.85183258,5.772357724,34.67371531,45.81145787,77.32296235,4.000639915,24.90403493
3262,22.596,20.56,43.957,47.174,-4.812,-0.765,82.1,89.71,0.583,1.393912964,33.48975885,0.702756122,34.2210873,41.37132289,73.90564796,3.764539957,24.13860235
3263,22.533,20.902,43.401,46.88,-3.39,1.143,82.1,88.302,1.452,4.784467426,37.86376756,-0.381637771,37.78996619,40.07789123,72.05133439,3.749030113,24.04256724
3264,23.297,20.352,43.159,47.242,-2.574,2.068,79,85.382,2.965,4.134076619,39.51148435,1.313485114,39.62147288,39.39408802,74.81371083,3.922820091,24.56561951
3265,23.315,20.576,44.177,47.794,-0.893,3.156,71.1,77.671,3.965,5.582667959,39.63330767,2.063526361,39.45565658,38.36374052,72.71728723,4.019979954,25.31434689
3266,24.058,20.996,45.443,46.784,-0.301,3.754,65.1,70.937,3.053,6.033213571,39.3715408,0.455170954,40.24311343,37.00922543,65.96469364,4.299980164,25.30063277
3267,22.863,18.971,45.27,47.834,-3.487,1.169,64.2,70.373,1.003,3.251163361,37.76899338,4.552160169,38.32872968,37.58843301,69.23141278,4.255119801,23.28203305
3268,20.55,17.67,45.99,51.111,-6.518,-2.142,66.7,72.957,3.185,0.883120394,32.54196822,3.35617819,30.05579433,38.13143787,65.51478165,4.045159817,21.39001073
3269,21.066,17.291,45.688,49.928,-3.719,-0.243,64.5,69.32,3.34,5.668515118,34.15857617,2.691370063,32.28174736,36.70273142,67.30460595,3.863290071,22.08482283
3270,23.058,17.697,45.581,49.174,-3.351,0.113,63.6,67.425,1.438,5.561139076,34.75932583,3.484949198,34.89707759,36.21933158,67.70329413,3.93520999,22.30298787
3271,23.561,17.73,47.645,50.59,-4.337,-1.286,63.5,67.12,0.399,2.587653844,35.3135369,1.679207194,35.42222357,36.36234848,66.59621919,4.080520153,21.71224851
3272,22.131,17.965,48.097,50.952,-4.096,-1.099,62.5,65.961,2.894,4.415501587,33.23677544,1.570255392,31.40743303,36.19099345,64.83603264,4.025990009,22.55825393
3273,22.724,19.029,47.901,50.856,-2.288,-0.227,62.3,64.85,4.095,3.919126893,31.87348912,0.479786761,30.29022964,34.88613318,65.08254867,4.110610008,22.85480772
3274,21.888,18.912,47.765,50.317,-1.149,0.589,60.6,63.133,5.074,2.485826289,31.17124903,-0.601291007,28.04105109,34.38886115,65.72936804,4.214630127,23.0671009
3275,22.861,20.01,46.675,49.078,-1.71,0.146,59,61.441,3.536,4.521680309,29.95495989,-0.551552353,28.08902666,34.41875379,64.69555883,4.467760086,23.04225859
3276,22.911,20.713,46.344,48.763,-1.118,0.805,57.1,59.664,3.52,4.276595951,29.24225587,0.259414975,27.31812806,35.53822743,64.68235576,4.618179798,24.24172334
3277,23.785,21.036,46.208,48.394,-3.594,-1.427,57.6,59.869,2.848,4.070321887,29.8939141,0.79407566,29.02104382,35.73898551,65.41794336,4.757780075,22.69560492
3278,23.331,21.362,46.933,48.473,-3.851,-1.994,57.5,58.822,3.333,4.156137989,29.29847865,0.849783128,27.04794045,35.10089522,64.15870055,5.08190012,22.11500052
3279,23.813,21.41,47.4,56.997,-10.664,-8.883,67.6,70.654,5.281,-1.857289278,27.67568548,-0.614412358,23.20769157,41.63622531,67.55117667,5.35450983,21.90598666
3280,27.64,11.152,,,,,,,-3.512,3.430016414,20.18609946,21.06416828,22.78655686,38.57083279,0,0,17.3682515
3281,24.003,8.591,,,,,,,-3.526,0.844227607,21.66535047,17.96929875,23.61668752,0,0,0,17.78433945
3282,23.429,8.344,,,,,,,-2.37,0.413585695,21.11997187,16.48041462,22.38831723,0,0,0,19.38829234
3283,21.834,14.191,,,,,,,0.304,1.169203495,20.33291502,14.64657667,19.85677886,0,0,0,21.12833654
3284,23.775,16.616,,,,,,,-0.908,3.225852315,21.00461603,10.79449601,21.43105134,0,0,0,20.95583444
3285,23.825,16.435,,,,,,,-1.215,2.798085767,21.11259293,9.205991443,21.5245621,0,0,0,20.39610872
3286,21.931,17.868,,,,,,,0.425,2.859971864,18.70392109,5.823546919,17.45942582,46.14674482,0,0,22.17639059
3287,22.584,19.352,,,,,,,-0.359,3.191960628,17.98405078,4.747284904,17.5785579,46.99083897,0,0,21.49233865
3288,23.069,22.878,,,-10.524,-3.059,90.442,95.19,-0.893,4.194377308,17.57798807,5.058247477,17.5331135,42.42000327,0,0,23.24040592
3289,22.592,20.73,,,-10.89,-2.602,92.915,97.853,-1.602,3.388383454,18.51665852,6.25983138,18.53611086,43.31060582,0,0,23.94767349
3290,22.684,25.522,25.296,23.18,-11.079,-1.77,96.031,101.145,-1.853,1.985774943,18.2594375,6.456609061,18.0623119,43.24296824,0,0,24.17772966
3291,22.426,28.341,23.639,20.414,-11.021,-0.468,99.174,104.723,-2.421,1.538447558,17.03600935,6.249999298,16.84242795,44.0799293,0,0,24.80852328
3292,21.802,26.814,21.6,18.692,-10.032,1.298,106.271,112.339,-2.6,0.834275454,17.47918996,5.270589986,17.43452167,47.07960369,0,0,25.49780524
3293,19.077,25.8,22.569,20.14,-9.699,2.053,116.723,123.417,1.128,-0.852805764,20.39909608,4.626734683,17.36013312,48.12942628,0,0,26.27493784
3294,19.143,25.915,22.878,20.419,-8.782,1.507,122.737,130.104,1.162,2.151023638,21.87108847,4.051842181,18.58394036,45.87712651,0,0,25.09400327
3295,20.042,23.617,24.202,22.628,-7.21,3.079,105.157,119.362,2.077,2.886836759,24.67248952,5.23542258,21.01206464,48.18368596,0,0,24.36303129
3296,19.355,23.745,22.691,28.075,-6.615,3.737,109.544,119.109,2.944,1.266784802,23.70468222,4.00697669,19.17401611,47.42374478,0,0.945900023,24.29062351
3297,19.502,21.69,21.811,28.365,-2.982,5.661,107.478,116.782,2.603,1.830212234,24.14979055,2.043107798,20.43871543,45.09449426,0,0.987689972,25.7756322
3298,19.735,18.757,22.725,28.605,-2.988,4.491,105.549,114.127,1.654,1.810615162,24.06295229,1.955085577,21.02978594,41.21021084,0,1.004870057,24.64437781
3299,20.233,18.693,25.171,28.674,-1.773,4.331,103.629,113.29,0.801,1.625727599,23.20074169,1.66345995,21.42004911,41.0038042,0,0.980650008,24.99307535
3300,20.865,16.793,25.574,26.377,-2.423,3.423,99.667,109.026,-0.273,3.786955143,25.6277321,2.537685321,24.77785773,39.47981531,0,1.003640056,23.80974052
3301,20.843,17.366,23.677,28.57,-3.19,2.573,99.896,108.886,0.155,1.951371556,25.64901167,2.785165427,24.38579296,40.00669255,60.34992479,1.040699959,23.40575007
3302,21.571,15.83,24.134,30.859,-2.869,2.327,97.821,106.36,-0.498,0.253942999,24.40746734,2.465323192,23.65045696,39.47220789,62.06225768,1.081240058,22.89138772
3303,21.179,17.747,26.336,31.901,-3.218,1.523,97.776,105.495,-0.787,0.138626891,23.30219291,2.672555528,22.84665187,39.62419835,65.33336507,1.058940053,22.76357266
3304,21.262,20.72,26.808,31.481,-3.479,0.968,97.147,105.101,-0.482,1.423594158,24.00982842,2.206736614,23.42050197,38.83650906,67.72795784,1.050250053,22.21584927
3305,21.169,15.033,26.022,29.327,-4.083,0.236,97.517,106.557,-0.883,0.817848974,24.60109238,1.985292985,24.69991838,39.14141558,70.85062866,1.044350028,21.95930961
3306,21.958,17.435,26.062,30.927,-3.617,0.61,97.894,106.74,-1.476,1.790639681,26.17348843,2.09084391,26.99469075,39.76011131,75.77188136,1.084010005,23.32782117
3307,22.246,15.486,27.55,31.349,-1.34,3.181,95.659,103.89,-1.367,1.48707298,27.36104225,1.829741122,27.70041338,39.20958599,81.79987885,1.128990054,23.76334792
3308,21.779,6.106,27.289,34.8,-2.564,2.119,97.211,106.164,-2.795,-0.962012841,26.86277469,3.347832584,27.6301011,40.60134601,83.68874044,1.159719944,23.48996403
3309,19.509,12.958,27.541,38.667,-5.121,-0.913,106.389,116.61,-1.885,-5.280937208,22.39916173,0.774768131,23.01960005,44.03020461,87.56486503,1.217869997,23.74294495
3310,20.58,13.418,26.842,33.175,-4.24,-0.127,108.212,119.198,-3.295,1.713295839,25.07404985,1.525516021,26.93213852,42.75211363,93.0509631,1.217970014,23.68062299
3311,20.468,8.539,25.575,31.978,-3.593,0.847,109.458,119.692,-2.825,0.707333347,26.87246347,2.780632729,28.27305899,41.88989055,94.06032112,1.201550007,23.64758929
3312,17.789,10.987,25.729,29.806,-2.945,2.031,114.053,126.493,-0.231,-2.980905768,28.37924284,3.041363332,27.27547801,43.61296554,93.75903241,1.262189984,24.94682979
3313,16.892,12.151,27.147,27.028,-2.854,1.783,119.176,132.455,1.114,-1.841065451,28.63324308,1.219993423,26.23433632,43.71064528,90.84246281,1.301069975,25.13890393
3314,16.959,14.116,26.246,26.741,-2.954,1.432,121.418,135.366,1.896,-0.004547542,29.10882819,0.24104743,26.21328696,43.6451122,88.6461863,1.338400006,24.84107219
3315,17.107,18.112,26.99,27.279,-2.552,1.382,122.236,135.28,1.435,0.778304351,29.71598237,0.0387904,26.70219379,43.61729055,87.33184121,1.338500023,24.73952717
3316,17.561,21.063,27.959,28.153,-2.404,1.336,121.603,134.784,2.605,1.293462732,29.32789075,-0.094016657,26.03971207,43.27194904,84.94363796,1.366420031,25.07030955
3317,18.054,21.493,29.079,28.626,-2.419,1.176,121.29,134.161,2.587,1.667859041,30.73373332,1.226533166,27.87044263,42.9082166,80.78255305,1.370129943,24.68367944
3318,18.527,22.182,30.627,29.445,-2.186,1.299,121.823,134.442,2.527,0.925810941,31.3535542,1.137487636,28.94999704,42.54667179,76.72240892,1.424430013,24.2381807
3319,18.24,22.77,30.633,29.718,-1.54,1.66,121.698,134.139,3.221,0.483198317,31.60241973,0.611246944,28.2765605,42.28411957,73.74363989,1.461590052,24.5767049
3320,17.704,19.03,29.09,32.149,-9.597,-6.311,141.823,155.313,3.748,-8.979126097,29.43617352,-0.137707574,25.83684879,50.4314849,83.1002687,1.527400017,24.76225601
3321,12.012,29.695,26.359,30.78,,,,,-4.579,-5.714159246,51.06743835,27.30815899,51.04020238,0,21.89650332,0,0
3322,14.688,30.195,27.689,31.546,,,,,-15.407,2.639447994,47.189508,12.73971811,55.80659142,0,25.56194765,0,0
3323,14.944,29.114,27.945,31.762,,,,,-16.661,2.069231624,38.04093716,6.545407967,48.64242816,0,31.51272242,0,0
3324,15.923,28.281,27.942,31.896,,,,,-10.405,1.909078402,35.69610428,11.58211108,43.0275104,0,33.74871255,0,0
3325,16.807,29.132,28.589,31.215,,,,,-11.564,-1.5423458,55.57835242,27.81476932,61.61030104,0,29.1155747,0,0
3326,16.327,30.741,29.028,30.398,,,,,-12.738,-2.943635575,55.8611615,25.67310124,65.69387404,0,25.37340053,0,0
3327,16.463,31.012,29.019,30.38,,,,,-3.518,1.882588185,48.84298673,15.10537542,45.88652171,0,24.20766819,0,0
3328,17.879,30.673,30.238,30.597,,,,,-5.263,7.850354827,46.60179097,6.65244805,46.26743691,0,28.0697206,0,0
3329,20.692,31.862,30.307,29.814,,,,,-1.907,3.974302015,43.63112209,8.266765744,47.78635026,24.44500187,31.75504448,0,23.47813362
3330,19.785,32.675,30.346,29.118,,,,,-8.764,7.173304346,43.61229579,14.32953903,52.39798463,24.25469548,35.61932205,0,24.4940968
3331,17.588,32.773,31.313,29.361,2.116,9.787,,,-7.172,4.200535115,48.0631754,21.96017512,51.87699654,22.64285617,31.55846411,0,23.48648503
3332,16.143,32.869,30.895,29.224,3.226,9.718,,,-3.978,4.838238753,50.20733866,51.07109773,51.39145014,21.38459527,28.88344071,0,23.08286448
3333,28.237,32.323,30.809,30.235,2.908,9.21,,,-1.801,1.955542502,62.27454403,77.29659296,63.21978269,20.10699711,23.18535879,0,23.4680682
3334,25.262,31.359,29.695,32.082,2.428,9.059,,,-1.571,9.417102567,44.084231,22.06994942,38.75790218,18.69210592,20.85800386,0,21.3287135
3335,24.232,29.826,29.022,32.784,2.459,10.162,,,-0.374,1.383389803,55.55949735,35.06339425,55.84718658,19.0987612,19.57969823,0,21.10316755
3336,25.26,29.034,29.109,33.404,1.574,9.006,,,-1.379,2.349957041,51.27580598,19.90874884,56.37600152,19.22652121,21.33403534,0,21.74404001
3337,25.554,33.427,28.939,33.809,-5.383,4.429,,,-1.382,-0.113731206,45.24991073,26.40665661,52.47433123,23.40071792,19.90135576,0,20.10919957
3338,25.695,33.228,29.555,33.081,-6.555,1.511,,,-3.727,-1.140459872,40.58924206,9.657552613,48.39558976,24.24797743,18.46488455,0,19.91409421
3339,22.6,32.4,28.586,38.633,-5.88,4.729,,,-2.969,-2.334553543,38.43298918,8.63189613,46.04199619,26.38555254,23.36738477,0,20.85185729
3340,21.263,30.665,28.818,35.567,-3.503,8.135,,82.748,-3.293,1.047673871,39.03660709,5.954239491,45.19513981,26.85046563,23.85852667,0,21.89223451
3341,23.463,31.046,28.669,35.951,-0.803,10.063,,91.809,-3.955,0.878703548,38.7900457,8.171083561,50.72296035,24.74383103,25.56436013,0,22.49466254
3342,25.88,29.725,28.994,35.194,-4.894,6.879,,108.005,-6.991,1.344929564,35.56415707,6.801909308,49.26357753,26.8760882,12.95205936,0.0491,21.41481302
3343,27.338,28.508,28.056,35.392,-6.725,6.063,,118.408,-10.628,1.997290944,32.76195131,7.076350093,49.08480411,29.98169757,14.7238342,0.060959999,21.85901019
3344,26.247,28.746,27.605,35.038,-5.565,10.505,,123.2,-7.427,3.666317593,36.61346899,10.08695652,51.53716185,31.81721364,18.35216231,0,24.07110007
3345,26.467,29.359,28.364,33.678,-4.673,10.237,,119.935,-6.313,1.3237251,37.54402476,13.55450237,51.77407931,30.25433599,20.00582612,0,24.16749731
3346,26.942,29.573,29.081,33.52,-3.306,9.852,,124.663,-9.549,0.893797936,35.27323512,15.05286589,55.21465822,27.45346292,20.97807564,0,23.21597284
3347,28.423,29.869,30.028,33.057,-4.865,7.083,,117.119,-9.901,2.89912535,40.13152526,8.561064087,60.61407356,28.62361067,23.43907815,0,24.01438994
3348,26.571,30.402,30.222,33.123,-3.799,7.872,,114.476,-15.76,1.431954037,39.72869092,9.244820673,61.51573114,28.55338145,27.30668573,0,24.78654643
3349,24.351,28.661,29.998,34.107,-7.512,4.938,,127.022,-20.33,-0.811736703,41.94330709,22.0228385,71.63409675,31.09442721,30.19132402,0,24.68475662
3350,21.056,25.348,28.993,38.686,-11.125,6.188,,141.929,-9.313,-4.345301858,34.47959621,9.592245989,52.40552812,36.33136377,28.60347587,0,24.9559702
