,Total investment,Gross national savings,General government revenue,General government total expenditure,General government net lending/borrowing,General government primary net lending/borrowing,General government net debt,General government gross debt,Current account balance,GDP GROWTH,Exports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Imports of goods and services (% of GDP),Expense (% of GDP),Domestic credit to private sector (% of GDP),Research and development expenditure (% of GDP),Tax revenue (% of GDP)
1885,0.915,-5.227,60.127,67.94,-1.731,-1.563,42.764,43.994,11.317,1.202022033,115.7748182,1.777407838,107.3489621,0,20.9080274,0,0
1886,,8.113,,,,,,,,13.38318227,0,0,0,0,25.32398163,0,0
1887,,11.136,,,,,,,,10.829331,0,13.26668749,0,0,27.29081691,0,0
1888,,7.49,,,,,,,,4.127683496,0,4.394594098,0,0,27.9218747,0,0
1889,,11.739,,,,,,,,2.556318037,0,4.147952444,0,0,29.68212547,0,0
1890,,12.612,,,,,,,,4.19664683,0,2.21799425,0,0,27.59122938,0,0
1891,,12.145,,,,,,,,1.420933217,0,3.739979981,0,0,27.59368051,0,0
1892,,12.614,,,,,,,,7.073356497,0,2.774233677,0,0,23.60898785,0,0
1893,,13.449,,,,,,,,6.307561116,0,4.024580433,0,0,22.82477645,0,0
1894,,16.827,,,,,,,,7.816623013,0,2.924591631,0,0,27.86335642,0,0
1895,,16.997,,,,,,,,-0.191136506,0,6.218521498,0,0,34.3074818,0,0
1896,,14.512,,,-4.66,-3.359,,54.099,,5.417983566,0,3.190923232,0,0,38.82083624,0,0
1897,,16.711,,,-2.987,-1.436,,56.856,,1.347765,0,5.557061534,0,0,39.50872994,0,0
1898,,17.955,,,-2.224,-0.432,,53.979,,2.029420826,0,5.471825593,0,0,41.77321349,0,0
1899,,15.684,,,-1.409,0.378,,53.358,,2.161414103,0,1.569026042,0,0,43.68143969,0,0
1900,,19.072,,,-3.354,-1.526,,55.903,,0.034481485,0,0.015136735,0,0,43.77663524,0,0
1901,,18.951,,,-2.88,-1.003,,57.424,,3.030862602,0,1.317537458,0,0,46.49599978,0,0
1902,,18.888,,,-1.59,0.377,,53.682,,3.104202263,0,1.677164505,0,0,45.42532027,0,0
1903,,21.287,12.445,13.589,-2.24,-0.182,,47.745,,2.185627702,0,2.436297155,0,0,47.22652096,0,0
1904,,26.508,12.223,12.995,-5.99,-3.997,,56.274,,3.774226839,0,0.999147458,0,0,47.09538087,0,0
1905,,25.174,12.527,13.825,-9.176,-6.057,,61.819,,0.354079012,0,1.179477874,0,0,46.86285236,0,0
1906,32.918,23.669,13.143,14.538,-8.661,-4.705,,68.858,-17.938,2.340219321,0,0.856946805,0,0,50.43326632,0,0
1907,27.244,23.877,14.105,15.733,-6.544,-2.488,,98.505,-15.325,-0.06384473,0,1.303894035,0,0,47.85564204,0,0
1908,18.195,24.029,14.035,15.845,-4.071,0.051,,97.875,-14.212,-2.827998893,0,0.17005533,0,0,48.16869157,0,0
1909,22.953,24.225,12.827,19.014,0.85,4.523,,94.918,-15.489,6.353137122,0,1.453368004,0,0,45.37726282,0,0
1910,26.33,25.255,13.63,17.078,-0.673,3.77,,86.163,-16.028,3.050690295,0,2.394109821,0,0,45.45469216,0,0
1911,28.949,23.458,14.741,15.144,0.947,5.166,,82.009,-20.887,0.655862269,0,1.681900799,0,0,48.58615746,0,0
1912,28.15,23.539,15.218,16.159,2.928,4.743,,77.362,-12.774,4.659455486,37.0093387,2.202391326,50.95569812,0,50.41464202,0,0
1913,30.265,23.436,16.378,16.273,1.798,3.709,,71.765,-20.635,6.352972439,35.08626979,3.632221293,56.08722785,0,49.12068981,0,0
1914,33.859,20.648,15.036,18.286,0.7,2.409,,64.358,-28.347,7.121057986,34.20714407,6.359921833,62.70824745,0,48.95660046,0,0
1915,33.188,18.807,13.231,16.248,-0.309,1.032,,62.507,-22.712,-1.169590643,30.25141992,0.006263571,54.0749716,0,48.91654676,0,0
1916,30.557,18.918,13.07,15.799,-3.383,-1.848,,66.829,-15.917,0.6726344,35.56808892,2.999366305,53.56513391,0,53.10260776,0,0
1917,23.463,17.523,12.897,15.947,-4.402,-2.869,,69.681,-7.658,-0.223550688,37.57771092,1.131231365,52.85303488,0,55.61499738,0,0
1918,18.904,17.759,13.557,20.118,-5.414,-3.414,,73.107,-17.333,-1.059000243,32.58522013,1.356771478,51.41557244,0,59.1161341,0,0
1919,16.286,18.632,14.218,17.691,-2.883,-0.84,,73.927,-9.914,-0.999940631,38.82562807,-0.046411647,48.89921213,0,57.62100491,0,0
1920,15.001,19.887,14.247,17,-5.545,-3.955,,72.127,-5.414,4.753786581,52.43706214,0.799250373,65.10223842,0,53.69767044,0,0
1921,16.553,21.645,16.648,16.681,11.379,13.262,,68.873,-4.654,-2.731503063,47.32429674,-0.843826985,60.46342783,0,51.30624182,0,0
1922,20.767,21.897,13.871,16.974,11.593,13.228,,76.538,-7.669,2.763647982,44.63112699,0.141816226,57.15121287,0,46.94585492,0,0
1923,29.051,22.306,13.977,17.064,-3.265,-1.22,,84.011,-8.866,-6.618994633,40.87587612,0.296252889,61.75232035,0,51.00952286,0,0
1924,32.44,24.252,14.191,16.352,-18.69,-16.744,,85.631,-43.661,3.547584418,29.19325981,0.989191119,77.76724437,0,47.17053436,0,0
1925,23.47,24.671,14.396,16.591,-8.643,-6.172,,97.918,-34.36,5.502483437,0,1.504623539,0,0,40.40838204,0,0
1926,24.033,23.689,14.187,22.092,-7.813,-5.654,,114.526,-29.26,-16.60491154,0,-0.727116413,0,0,53.24354699,0,0
1927,24.112,17.175,,,,,,,-8.302,7.968738507,20.34574063,16.75313569,34.06918522,13.80060048,0,0,10.30718945
1928,21.159,14.744,,,,,,,-4.015,4.27986748,21.61355108,7.514638907,29.00167299,12.65126367,0,0,9.712615556
1929,19.727,16.512,,,,,,,-4.842,1.698708631,16.43991895,7.646243066,24.63505818,10.99136367,0,0,7.978324503
1930,18.322,14.092,,,,,,,-4.417,4.627946348,16.97814607,5.628623294,24.36304362,11.36802377,0,0,8.457150294
1931,15.444,13.445,,,,,,,-1.099,1.252895975,21.73342301,20.15167811,30.01007426,9.981887183,0,0,9.022770398
1932,15.036,17.204,,,,,,,-1.656,-2.122534976,26.16301953,45.33617555,30.83409545,10.70386835,0,0,9.69124559
1933,16.812,14,,,,,,,-2.324,3.521993199,22.93953838,7.638972666,26.4865444,11.26727294,0,0,11.28189554
1934,19.454,10.483,,,,,,,-4.384,10.11736736,25.5254959,13.55072378,32.53097716,8.47854809,0,0,11.2446214
1935,19.757,13.77,,,,,,,-0.249,2.155963331,34.48172022,43.86383235,36.87080714,9.451302111,0,0,11.70088735
1936,21.812,12.794,,,,,,,-3.81,4.400538815,30.67167221,40.65791612,38.80100488,8.487014366,0,0,12.3845918
1937,20.833,12.194,,,,,,,-3.497,-5.454312395,30.61070791,50.46247924,38.58770577,6.896087863,0,0,10.29678928
1938,16.648,13.872,,,,,,,-1.591,0.944138889,40.07797316,47.07915741,43.01309581,5.560820698,0,0,7.590817698
1939,18.791,16.941,,,,,,,-6.1,11.22093274,36.80375032,4.259026389,43.66105123,7.017847104,0,0,10.87033538
1940,19.758,15.416,,,,,,,-4.074,7.364513042,36.3893324,5.250338807,41.61356437,8.555098025,0,0,11.15446274
1941,21.004,15.055,,,,,,,-1.932,2.600354268,36.20853992,8.260767986,40.94936835,7.976808081,0,0,10.53415802
1942,20.05,12.888,19.071,21.008,,,,,-1.099,5.685430737,35.22672162,12.53595946,38.67123776,7.717481484,0,0,10.57462484
1943,20.054,15.825,18.465,21.757,,,,,-1.166,5.977825114,34.88670973,5.39929385,37.75578114,8.0824541,0,0,10.34434253
1944,22.101,15.543,18.315,21.019,-1.144,-0.463,,13.848,-0.814,8.885269066,35.22228754,8.296567548,39.01094963,10.23908933,0,0,11.40878793
1945,28.069,13.409,15.726,20.605,-0.771,-0.173,,13.249,-1.561,6.714477712,34.30988428,4.831665586,41.60141843,10.19554461,0,0,11.43166966
1946,27.113,19.963,18.473,23.091,-1.299,-0.677,,15.977,-1.939,5.940049136,34.98110211,6.470541868,41.32165117,10.74574559,0,0,11.52929548
1947,27.893,27.352,22.909,23.216,-1.395,-0.698,,16.707,-4.223,4.66176228,35.49782514,7.724135662,43.80256795,10.98758552,0,0,12.16441366
1948,26.771,20.097,20.249,20.218,-1.629,-0.939,15.763,20.351,-2.894,2.459516368,31.89062009,8.883068488,38.61994772,12.16971088,0,0,13.38050699
1949,26.957,19.432,22.281,21.581,-1.809,-1.019,19.157,21.487,-2.928,4.495103403,30.72401016,5.223367698,37.99927275,12.41007011,0,0,13.21672761
1950,19.409,18.397,21.306,20.308,-6.187,-4.567,46.595,48.15,4.815,-1.345706185,42.15299816,27.44971274,42.29650503,10.71209259,0,0,11.74514298
1951,20.627,18.889,22.345,20.478,-3.447,-1.675,31.639,34.346,4.628,2.570134279,41.14747664,51.46085983,40.2039463,13.33171985,23.6407583,0,12.52188432
1952,24.773,22.779,22.034,21.393,-0.403,0.826,32.21,38.322,-1.316,9.428236947,28.33113815,4.190202605,33.32242058,13.59536723,19.64943663,0,13.69816112
1953,26.927,26.177,24.065,21.213,-0.942,0.369,29.925,36.022,-3.388,9.174355406,28.22491627,7.572805239,35.54156637,13.75977724,18.69262141,0,13.99475989
1954,28.351,26.403,26.723,24.125,0.105,1.601,26.028,32.907,-4.916,7.415951715,26.76202201,6.143566552,35.18520867,13.58623375,20.7082666,0,14.88626837
1955,30.024,29.252,35.796,35.233,-3.25,-1.679,27.948,33.607,-9.376,3.209504262,23.90673649,10.6446211,37.4853166,15.3966764,20.72667962,0,14.16105352
1956,23.573,26.14,29.396,32.966,-3.017,-1.176,29.859,36.734,-4.766,0.946155168,21.0309281,1.442151318,29.5813545,15.09453446,21.54979535,0,12.63590935
1957,26.38,25.762,33.324,34.681,-2.729,-0.924,30.195,37.311,-7.462,8.33965106,22.67575221,6.329932201,33.32418387,14.20876704,22.71013498,0,12.20740113
1958,25.026,27.638,39.343,39.47,-3.05,-1.022,31.863,39.053,-7.504,3.133423003,24.18697531,5.796768092,34.80269059,14.01591429,22.90521799,0,12.29762551
1959,24.296,27.629,36.795,39.768,-6.56,-4.204,36.306,42.32,-6.536,2.717367897,24.58317787,3.694497079,33.80549602,15.83492098,22.49287736,0,13.02648297
1960,22.724,27.486,36.197,43.985,-3.472,-1.212,39.047,46.715,-4.092,4.875205093,25.16715873,4.830950967,31.51459739,15.45333876,23.38975111,0,13.50353563
1961,23.113,27.657,34.892,42.771,-2.753,-0.399,37.553,44.911,-3.226,7.05046369,25.15139056,2.998642261,30.34503269,15.64190471,25.20387323,0,13.38644704
1962,23.442,24.633,32.884,39.626,-0.033,2.28,37.465,44.941,-1.797,6.927018772,23.7615823,0.836746347,28.40949542,15.20549755,25.96680749,0,12.81184796
1963,22.972,26.089,30.05,39.672,-3.103,-0.57,38.5,46.591,-1.075,6.659200263,23.90937952,1.614166072,27.67659173,16.14900374,26.85246478,0,12.91086855
1964,22.472,26.104,32.29,38.429,-3.088,-0.541,40.303,48.906,-0.166,4.666704677,23.68214534,3.279556947,26.54294008,16.01948164,27.26287869,0,13.03075106
1965,25.796,25.532,34.28,39.009,-2.16,0.428,41.419,50.465,-1.543,6.982527585,23.55143131,3.56443426,28.50453508,15.70455214,27.21165507,0,13.02493499
1966,26.005,25.849,33.66,37.109,-2.195,0.55,43.391,53.579,-1.334,5.05216802,23.06928204,1.81060377,27.94186288,15.86404817,28.16249314,0,13.3027786
1967,25.383,24.758,29.414,36.539,-7.905,-4.665,57.448,71.494,-1.694,-6.720239373,18.29569716,3.781031799,25.99795939,21.39755982,30.511875,0,12.3898799
1968,20.217,15.676,,,,,,,-3.81,3.708682969,17.14802649,11.90928938,17.8769831,0,0,0,0
1969,19.762,13.379,,,,,,,-5.788,5.61286412,14.61784584,14.04796867,15.29742785,0,0,0,0
1970,22.503,12.436,,,,,,,-6.866,0.614845354,14.65649112,16.28448805,17.75645447,0,0,0,0
1971,14.413,12.967,,,,,,,-0.76,-0.336868771,15.55961496,48.41822208,15.31640238,0,0,0,0
1972,14.541,10.224,,,,,,,-1.696,2.625273268,17.3764204,31.21958151,15.68188013,0,0,0,0
1973,16.007,9.58,,,,,,,0.404,3.935001412,19.68137097,27.99361074,16.03593842,0,0,0,0
1974,17.267,8.089,,,,,,,-4.212,3.464782516,15.62940348,23.03022611,17.48120101,0,0,0,0
1975,18.408,19.021,,,,,,,-9.194,-0.259098708,15.36608707,29.50399725,22.36463579,0,0,0,0
1976,17.631,18.99,,,,,,,-5.539,5.89046729,19.005851,58.21628654,23.65645047,0,0,0,0
1977,16.993,19.07,,,,,,,-5.934,1.005777946,20.28304897,75.6481901,24.82993222,0,0,0,0
1978,14.614,21.165,,,,,,,-2.942,3.679914053,22.76437202,48.519113,21.83054027,0,0,0,0
1979,18.416,33.037,,,,,,,-5.157,4.291342398,23.67458359,48.71808068,21.5220564,0,0,0,0
1980,17.702,31.599,,,,,,,-0.813,2.114310675,24.13374014,54.60782151,20.67280351,0,0,0,0
1981,18.861,20.791,,,,,,,-4.841,1.973218079,20.03584083,44.95505376,23.13537759,0,0,0,0
1982,18.325,21.547,,,,,,,-4.248,4.258250468,20.27981807,27.31088179,23.49792943,0,0,0,0
1983,17.226,20.622,,,-1.937,1.633,,,-4.354,2.252548774,21.28690337,22.93413441,24.62436736,0,0,0,0
1984,15.778,16.638,,,-3.292,0.244,,,-0.228,1.731747514,22.27328469,24.41145922,21.942418,0,0,0.07406,0
1985,18.014,16.512,,,-2.704,1.051,,,-1.691,4.327864764,21.53492621,30.65756757,23.48226011,0,0,0.062629998,0
1986,21.925,17.506,,,-4.88,-1.313,,,-7.638,3.266529404,17.89195087,36.09843316,25.50315708,0,0,0.065169998,0
1987,15.952,17.974,28.387,26.251,-4.617,2.211,,,4.651,-4.739385791,26.37754164,52.24200519,22.82370916,0,0,0,0
1988,21.279,17.486,27.313,25.992,-0.307,5.464,,,6.074,1.091801564,32.12753529,96.09637569,27.33716401,0,0,0,0
1989,22.349,17.334,26.792,27.862,0.031,4.102,,60.306,-2.253,4.0156299,23.22274709,37.67674545,27.52231007,0,0,0.0515,0
1990,23.702,20.589,24.156,30.924,0.699,3.647,,52.161,-4.27,4.096776659,21.49237389,12.48359801,27.88417576,0,18.07338282,0.055339999,0
1991,19.59,21.601,24.909,30.638,0.998,3.525,,45.062,-1.193,2.722877337,22.59840005,7.929364875,24.64323064,0,17.23809087,0.057349999,0
1992,20.199,23.319,24.356,30.118,1.867,4.044,,38.665,-1.31,8.211020917,24.5543486,2.743231989,26.11089177,0,19.75732708,0,0
1993,21.637,24.297,23.623,30.31,0.641,2.585,,34.7,1.142,5.291308267,27.6181741,2.168277012,28.4816556,0,21.33376368,0,0
1994,22.46,24.655,27.186,34.54,2.852,4.767,,32.308,3.718,4.403526434,30.33307477,3.298748463,29.37670842,0,21.80097734,0.128629997,0
1995,22.705,29.166,26.362,31.261,2.598,4.287,,28.974,3.698,2.190063972,31.93176797,2.27618478,30.65537045,0,22.84918462,0.131940007,0
1996,26.388,29.008,26.639,32.689,0.562,1.703,,24.622,2.865,6.3571306,34.16363955,8.40009594,33.89330782,0,23.72306531,0.227789998,0
1997,25.639,19.664,26.331,32.526,-3.57,-3.012,,18.904,0.501,0.566491592,25.24910794,5.159968292,26.85574109,0,23.92433578,0.394630015,0
1998,28.037,19.421,23.911,31.358,-1.357,-0.764,,18.063,-2.275,3.525298669,27.89495597,3.554377346,32.40828274,0,26.53761191,0.402969986,0
1999,28.142,14.627,20.948,30.549,-0.127,0.507,,18.539,-0.505,7.868140919,31.1211998,4.474532658,33.36903909,0,27.49061116,0.339910001,0
2000,27.796,12.387,20.831,30.836,-2.973,-2.247,,18.736,-0.167,5.641962067,30.16480927,5.10172181,31.58630314,0,28.38306914,0.332359999,0
2001,28.467,11.993,21.694,34.62,-7.788,-6.899,,23.255,-0.981,4.946511267,28.6382883,2.721775777,30.96786776,34.03878168,28.98463766,0.379900008,14.33712084
2002,28.314,12.684,24.074,35.216,-7.879,-6.896,,27.973,-0.657,3.788868549,28.05185415,3.589220166,29.65631484,33.65169594,29.49310731,0.442660004,14.15732649
2003,26.87,10.577,21.473,32.131,-6.742,-5.408,,35.218,-2.237,0.098872608,21.25822138,3.966646233,23.98565577,33.36172805,29.3088888,0,16.045589
2004,24.979,9.056,19.5,31.498,-9.622,-8.091,,44.583,1.11,-1.226383985,19.50479127,1.728264633,19.01654907,34.26002441,30.79023233,0,14.21201042
2005,26.28,9.002,20.655,30.553,-6.138,-4.074,,47.03,-0.176,2.368386526,20.83281789,0.417335589,21.5889035,31.57113448,34.2771582,0,13.71183074
2006,26.748,13.878,19.657,28.631,-4.729,-2.253,,49.054,-1.216,1.289291933,22.60468399,-0.224103246,23.75744696,33.69900632,38.30789495,0,14.2815135
2007,25.906,14.171,19.302,26.897,-3.45,-0.747,,51.411,-0.057,0.012105103,23.0483673,0.266012515,23.02845389,32.98985777,42.48932381,0,13.33740073
2008,22.046,10.45,18.227,25.696,-7.125,-4.315,,60.893,2.713,-7.787607091,21.8579266,-0.338872393,19.51730348,32.86526986,47.36323027,0,12.49494112
2009,33.994,,,,,,,,-0.822,2.932493218,,,,,,,
2010,33.368,10.644,,,,,,,-4.332,2.932493218,,,,,,,
2011,33.845,11.549,,,,,,,-6.836,2.932493218,,,,,,,
2012,28.791,13.52,,,,,,,-3.974,2.932493218,,,,,,,
2013,26.775,11.72,,,,,,,-8.101,2.932493218,,,,,,,
2014,24.864,9.04,,,,,,,-4.568,2.932493218,,,,,,,
2015,22.614,19.215,,,,,,,-2.759,2.932493218,,,,,,,
2016,24.746,16.853,,,,,,,-1.299,2.932493218,,,,,,,
2017,33.271,13.275,,,,,,,-2.146,2.932493218,,,,,,,
2018,30.215,6.917,,,,,,,-2.173,2.932493218,,,,,,,
2019,27.413,11.556,15.264,15.877,,,,,-2.699,2.932493218,,,,,,,
2020,20.141,12.608,16.23,18.535,,,,,3.435,2.932493218,,,,,,,
2021,17.298,16.889,16.463,20.752,,,,,8.307,2.932493218,,,,,,,
2022,15.439,18.12,17.092,18.509,,,,,4.428,2.932493218,,,,,,,
2023,15.76,20.6,17.966,18.909,,,,,0.35,2.932493218,,,,,,,
2024,16.317,19.509,18.387,18.564,,,,,0.611,2.932493218,,,,,,,
2025,15.754,14.492,18.333,21.035,,,,,-0.259,2.932493218,,,,,,,
2026,18.845,15.287,16.652,18.625,,,,,0.149,2.932493218,,,,,,,
2027,20.285,19.022,16.348,19.287,,,44.274,73.824,-2.779,2.932493218,,,,,,,
2028,19.788,16.618,16.568,19.65,2.135,6.626,45.647,72.398,-1.814,2.932493218,,,,,,,
2029,18.596,15.715,17.517,20.963,1.32,5.879,45.291,71.687,-1.11,2.932493218,,,,,,,
2030,17.366,18.391,16.73,21.675,-1.07,3.923,51.191,79.146,-0.033,2.932493218,,,,,,,
2031,19.908,15.591,17.005,22.509,-6.768,-2.762,63.125,85.776,0.68,2.932493218,,,,,,,
2032,19.32,14.809,18.396,22.347,-5.729,-1.421,69.628,97.095,2.281,2.932493218,,,,,,,
2033,19.194,15.45,18.738,21.497,-5.762,-1.45,67.54,96.512,4.125,2.932493218,,,,,,,
2034,21.205,16.734,18.956,22.429,-6.687,-2.297,67.586,98.263,3.092,2.932493218,,,,,,,
2035,23.104,17.465,19.996,23.412,-7.355,-2.583,67.872,85.924,1.552,2.932493218,,,,,,,
2036,27.51,13.649,20.503,22.827,-4.899,-0.59,61.332,76.268,1.656,2.932493218,,,,,,,
2037,28.487,11.655,20.748,24.548,-6.049,-2.377,52.844,66.761,0.52,2.932493218,,,,,,,
2038,21.895,12.281,19.312,25.959,-6.195,-3.196,55.871,69.45,-2.231,2.932493218,,,,,,,
2039,21.298,13.783,20.624,25.59,-7.447,-3.159,57.094,69.59,-1.877,2.932493218,,,,,,,
2040,17.084,12.309,20.805,25.275,-9.6,-4.756,61.279,72.83,-2.457,2.932493218,,,,,,,
2041,16.027,11.912,23.575,27.383,-10.005,-4.944,63.452,73.8,-3.64,2.932493218,,,,,,,
2042,14.212,10.115,24.037,28.495,-12.927,-5.912,73.733,84.021,-2.219,2.932493218,,,,,,,
2043,13.571,11.026,23.591,27.608,-11.142,-4.189,76.065,84.035,-0.887,2.932493218,,,,,,,
2044,14.141,12.801,23.475,27.108,-10.658,-4.016,77.355,86.072,-3.564,2.932493218,,,,,,,
2045,14.795,13.693,24.357,27.462,-11.998,-4.154,82.953,93.152,-5.739,2.932493218,,,,,,,
2046,14.834,14.817,25.235,27.763,-9.898,-2.381,86.615,97.801,-5.832,2.932493218,,,,,,,
2047,16.144,15.07,24.557,27.263,-8.975,-0.401,80.654,87.951,-2.266,2.932493218,,,,,,,
2048,17.598,17.923,24.138,27.208,-7.595,1.288,74.643,80.092,-3.427,2.932493218,,,,,,,
2049,13.369,19.776,24.873,33.089,-7.469,1.188,79.735,85.312,-2.919,2.932493218,,,,,,,
2050,,-37.928,44.422,248.537,,,,,5.173,-15.83686429,34.16154725,17.36696826,33.24491693,0,0,0,0
2051,14.191,-66.028,32.059,206.979,,,,,-3.545,-5.720990452,26.67869041,14.79715163,33.58780207,0,0,0,0
2052,13.044,-17.3,36.374,221.296,,,,,-1.493,-6.308471376,22.777403,11.72888687,28.47033723,0,0,0,0
2053,11.655,24.979,44.785,199.411,,,,,1.853,1.539025284,24.48851765,13.31431773,29.90928339,0,0,0,0
2054,13.434,3.171,43.65,158.032,,,,,-1.712,1.33525803,21.75413909,11.50716951,28.53653596,0,0,0,0
2055,11.49,27.299,26.032,115.36,,,,,-1.237,0.614316239,22.32376617,22.32837506,29.88677204,0,0,0,0
2056,12.076,35.797,21.684,118.986,,,,,5.005,0.194673038,24.66816231,31.93501615,29.04596041,0,0,0,0
2057,10.974,21.017,25.038,183,,,,,5.72,2.508169213,18.99230423,24.86450034,26.10231797,0,0,0,0
2058,11.356,30.667,19.452,227.947,,,,,0.931,1.878176962,15.81068193,19.76116179,22.28502248,0,0,0,0
2059,12.836,25.333,40.626,116.797,,,,,-6.139,0.964059197,13.23778818,17.63407994,23.69050765,0,0,0,0
2060,13.813,53.408,52.746,212.931,-0.613,1.077,,,-3.15,4.832900578,18.49698742,23.99916511,31.11864037,0,0,0,0
2061,15.455,30.108,48.481,284.516,-2.305,0.625,,43.329,-3.188,1.494087568,17.2257734,14.40267488,30.52765753,0,0,0,0
2062,18.833,40.222,37.271,594.77,-4.289,-1.729,,36.361,-1.874,7.021963316,16.13291556,11.21448138,32.54233027,0,0,0,0
2063,18.958,54.897,38.371,256.307,-1.416,1.02,,31.868,-1.225,5.818315557,19.37230314,18.50668833,34.15498735,0,0,0,0
2064,20.358,53.472,22.532,509.844,-0.943,1.107,,30.549,-0.234,4.692061727,19.92272297,10.58580665,35.22592567,0,0,0,0
2065,20.944,5.579,18.085,141.501,-0.177,1.576,,28.041,-2.932,4.734081402,21.55450126,10.02965645,37.80625308,0,0,0,0
2066,15.355,-9.455,16.588,22.943,-2.702,-0.8,,28.548,-1.763,0.811461899,21.1409879,9.788920402,34.14086883,0,0,0,0
2067,15.083,45.817,17.966,14.753,-1.972,-0.282,,27.791,-0.956,3.137970067,26.02183653,4.490136279,37.53525622,0,0,0,0
2068,18.651,17.658,27.436,35.087,-2.94,-1.317,,25.652,-0.829,2.6522773,24.3865859,2.547059776,36.48570485,11.99167582,0,0.088179998,9.879789825
2069,17.301,46.479,18.495,18.686,-3.082,-1.541,,27.995,-2.121,2.162033737,24.39640145,0.51482713,36.59408817,14.23610382,0,0,10.43175691
2070,17.669,51.667,19.978,22.645,-3.446,-1.721,,29.551,-3.653,1.127906977,26.82727023,2.271287568,41.88281868,15.02003275,0,0,10.6054957
2071,17.714,-27.535,28.385,13.476,-4.945,-3.316,,36.469,-1.224,0.87961366,25.00929206,3.750820575,40.88144648,22.97001654,45.9128729,0,13.30670083
2072,17.065,-19.62,28.849,11.255,-5.504,-3.567,,42.316,-3.199,1.572918448,25.51308946,1.865525036,40.40600132,20.22237458,45.56045824,0,12.09947074
2073,18.429,17.476,21.565,13.782,-3.951,-1.912,,45.962,-5.302,1.565393031,25.92342076,2.120390917,42.31356172,17.34459904,47.42865241,0,12.67829709
2074,18.141,18.069,24.638,10.764,-2.759,-0.322,,46.813,-4.677,0.889404486,25.90621048,4.451943924,43.87605369,19.61775663,48.15518974,0,12.65445486
2075,18.605,22.488,32.669,14.122,-3.473,-0.901,,46.287,-4.229,2.705463505,25.26656688,4.690948709,44.4492448,20.47557491,49.92391911,0,14.5108178
2076,20.075,45.714,39.888,18.093,-3.416,-0.573,,46.923,-4.785,4.34834997,25.93967834,4.037123594,47.51588917,22.52952989,50.27641698,0,15.67010773
2077,20.8,46.246,36.849,19.689,-2.324,0.658,,46.263,-7.151,1.858478241,25.56703455,4.578085724,52.05402149,20.54227225,51.53429706,0.105599999,16.74489691
2078,20.173,35.392,34.506,19.893,-3.801,-0.912,,48.106,-8.518,2.130553361,26.74058717,6.707922935,53.92538677,22.75157073,51.05486773,0.133990005,17.06020329
2079,14.055,29.661,33.373,39.847,-6.646,-3.63,,59.061,-1.774,-2.086107723,23.95120449,1.055950297,42.11998668,25.85330214,54.55257926,0.090899996,14.97703052
2080,16.672,17.812,26.646,31.179,-4.965,-2.212,,60.042,-2.888,2.107887873,26.94666933,1.179335769,46.59061835,24.14581156,52.31042775,0.078060001,15.81208071
2081,17.79,26.375,28.327,27.493,-4.47,-1.917,,59.166,-5.481,3.806881134,28.98177756,5.128923767,50.29486614,24.88987262,49.99771768,0.035500001,15.34403351
2082,17.71,40.023,27.961,35.2,-3.808,-1.3,,63.573,-5.797,2.822623718,28.57106118,1.729734816,49.07751044,22.9022054,49.2960792,0.033969998,16.18243583
2083,17.019,27.911,24.87,29.274,-4.457,-1.757,,63.166,-6.905,2.235624392,29.72489605,0.757669185,50.72629844,22.99581282,51.5041857,0.063869998,17.05473522
2084,16.397,24.458,24.057,31.598,-4.017,-1.316,,65.296,-5.371,1.708706284,29.55287523,1.141344675,48.55155051,22.76971752,53.270198,0.093769997,16.7087952
2085,16.017,6.961,26.474,41.571,-3.632,-0.902,,67.038,-3.216,2.400000089,29.48617302,-0.731384487,47.07409771,22.76329409,54.09189543,0.143480003,16.75268491
2086,15.968,-9.283,16.902,27.818,-3.104,-0.189,,68.766,-2.274,2.539062411,28.4585905,0.604049087,44.36050287,23.20790377,55.05979801,0.144930005,17.35477562
2087,16.677,6.192,17.48,20.07,-2.528,0.674,,70.526,-1.86,2.247619081,29.02976438,1.012354033,45.27488682,24.8439899,56.04867799,0.180779994,17.75375106
2088,18.372,10.409,19.884,19.353,-2.706,0.899,,70.354,-3.302,2.412444224,28.93437378,1.090330006,46.69924311,24.72709385,57.27701564,0.165309995,18.12892354
2089,18.345,10.008,18.623,16.799,-3.07,0.617,,71.33,-0.422,2.455645599,29.95590961,0.075324135,46.08610349,24.7593666,59.07431321,0.174769998,18.08145041
2090,18.95,0.417,14.102,15.837,-8.215,-3.813,,89.402,0.826,-7.878383783,24.34416576,-0.371590212,41.71791667,33.93250242,65.30992506,0.165289998,18.38421698
2091,35.72,,,,-204.115,,,146.229,,0,0,0,0,0,0,0,0
2092,29.747,,,,-174.92,,,221.068,,5.769420503,0,0,0,0,0,0,0
2093,75.666,,,,-184.922,,,260.667,,2.201675946,0,0,0,0,0,0,0
2094,55.066,,,,-154.626,,,259.288,,5.004387196,0,0,0,0,0,0,0
2095,43.52,,,,-114.382,,,257.938,,1.01138167,0,0,0,0,0,0,0
2096,29.038,,,,-89.328,-83.502,,183.757,,12.90517887,0,0,0,0,23.39150039,0,0
2097,31.696,,,,-97.301,-90.822,,152.465,,-2.330556357,0,-17.64042409,0,0,31.60580111,0,0
